Time,Torque,Angle
0.0003775805967975998,-0.6070631211634705,85.9583280193066
0.0008775861494498827,-0.6071343606813752,85.95856286453584
0.001377591702109271,-0.6072081003230747,85.95880138183622
0.0018775972547615538,-0.6072842060258503,85.95904308290248
0.002377602807420942,-0.6073625379205262,85.95928745972044
0.002877608360073225,-0.6074429509564353,85.9595339868647
0.0033776139127326132,-0.6075252955450472,85.95978212386495
0.003877619465384896,-0.6076094182214737,85.96003131763771
0.004377625018044284,-0.607695162322323,85.96028100497792
0.004877630570696567,-0.6077823686782178,85.96053061510428
0.0053776361233559555,-0.6078708763187177,85.9607795722499
0.005877641676008238,-0.6079605231866898,85.96102729828732
0.006377647228667627,-0.6080511468572631,85.96127321537003
0.0068776527813199095,-0.6081425852546811,85.96151674856566
0.007377658333979298,-0.6082346773591327,85.96175732845187
0.00787766388663158,-0.608327263896353,85.96199439364804
0.008377669439290969,-0.6084201880042742,85.9622273932618
0.008877674991943252,-0.6085132958732049,85.96245578923737
0.00937768054460264,-0.6086064373574955,85.96267905859824
0.009877686097254923,-0.6086994665574385,85.9628966955794
0.010377691649914311,-0.6087922423703012,85.96310821364526
0.010877697202566594,-0.6088846290097675,85.96331314739054
0.011377702755225982,-0.6089764964935053,85.96351105432294
0.011877708307878265,-0.6090677210992517,85.96370151652923
0.012377713860537654,-0.6091581857902028,85.96388414222761
0.012877719413189936,-0.609247780610369,85.96405856720881
0.013377724965849325,-0.6093364030503248,85.96422445616741
0.013877730518501608,-0.6094239583835852,85.96438150392437
0.014377736071160996,-0.6095103599733661,85.96452943653986
0.014877741623813279,-0.6095955295499034,85.96466801231699
0.015377747176472667,-0.6096793974584025,85.9647970226968
0.01587775272912495,-0.6097619028782203,85.9649162930466
0.016377758281784338,-0.609842994012946,85.96502568334063
0.01687776383443662,-0.6099226282490791,85.96512508872439
0.01737776938709601,-0.6100007722775572,85.96521443994143
0.017877774939748292,-0.610077402169968,85.96529370359269
0.01837778049240768,-0.6101525034000903,85.96536288219356
0.018877786045059963,-0.6102260708021132,85.96542201399686
0.01937779159771935,-0.6102981084581282,85.96547117255452
0.019877797150371634,-0.6103686295090887,85.96551046599637
0.020377802703031023,-0.6104376558842417,85.96554003600764
0.020877808255683306,-0.6105052179444495,85.96556005648833
0.021377813808342694,-0.6105713540363404,85.96557073188315
0.021877819360994977,-0.6106361099566047,85.96557229517938
0.022377824913654365,-0.6106995383291143,85.96556500558266
0.022877830466306648,-0.6107616979005164,85.96554914589166
0.023377836018966036,-0.6108226527624473,85.96552501960142
0.02387784157161832,-0.6108824715102062,85.96549294777196
0.024377847124277707,-0.6109412263483759,85.96545326570087
0.02487785267692999,-0.6109989921538094,85.96540631943807
0.02537785822958938,-0.6110558455057062,85.96535246217897
0.02587786378224166,-0.6111118636923559,85.96529205057114
0.02637786933490105,-0.6111671237047114,85.96522544097232
0.026877874887553332,-0.611221701228074,85.96515298570105
0.02737788044021272,-0.6112756696432301,85.96507502932197
0.027877885992865004,-0.61132909904839,85.9649919050078
0.028377891545524392,-0.6113820553137543,85.96490393102155
0.028877897098176675,-0.6114345991817292,85.96481140736688
0.029377902650836063,-0.6114867854272221,85.96471461266037
0.029877908203488346,-0.6115386620924717,85.96461380127845
0.030377913756147734,-0.6115902698084987,85.96450920082415
0.030877919308800017,-0.6116416412123158,85.96440100994715
0.031377924861459405,-0.6116928004650768,85.9642893965363
0.03187793041411169,-0.6117437628731384,85.96417449629192
0.032377935966771076,-0.6117945346105909,85.96405641167264
0.03287794151942336,-0.6118451125386537,85.96393521119967
0.03337794707208275,-0.61189548411527,85.963810929094
0.03387795262473503,-0.6119456273876165,85.96368356521958
